timestamp,open,high,low,close,volume,ema200,ema50,atr,rsi,adx_raw,dip,dim,adx,vol_sma,atr_sma
1700716400000,47453.21127593798,47521.36134567524,47442.4684075536,47445.30024516665,214.8780697478726,49355.84610544753,48214.289728351665,278.0899480667968,40.05361810435244,48.21542221662863,9.900869687801977,20.326439482023865,50.21345212821788,600.0655822514261,308.32616692086367
1700720000000,47445.30024516665,47684.56147918358,47435.68816747255,47632.957006361845,431.1376443525213,49338.70293033225,48191.49236670501,276.0030454699564,46.83798144195353,45.98681394950699,13.486738704085967,19.017264440372536,48.80457273531425,593.0408621184844,308.15924380015224
1700723600000,47632.957006361845,47663.87421870871,47523.84438371201,47546.05776087538,439.3743108317386,49320.86566496452,48166.18120569209,266.29067329329564,44.3356999465768,43.91739198717975,12.980163977869019,18.302957910183853,47.17551248593609,596.3200350260295,307.70750712118553
1700727200000,47546.05776087538,47886.66971621204,47527.370596459245,47797.20898599009,419.8655291370875,49305.70490198965,48151.71170688025,272.9341337546885,52.27195502614632,40.99121850709541,17.59032594083583,16.581915644484607,45.11408115965587,582.853992042508,306.9859145952702
1700730800000,47797.20898599009,48106.26004051199,47694.02453204322,48086.60456286083,942.780186518486,49293.57455035653,48149.158485546155,282.8842319485512,59.446698158425036,39.337005283976694,21.304029669494543,14.855905617770867,43.18838920109614,608.1780643081063,306.3146039362249
1700734400000,48086.60456286083,48228.97769559703,48078.37616393329,48140.014616034685,732.7401875326756,49282.09634205482,48148.79990242806,273.43546764249345,60.62319033359559,38.29681702809437,23.671615158598456,14.27145795041416,41.557865143428884,609.4558220592868,305.7027368773675
1700738000000,48140.014616034685,48280.94936005325,47806.667113652686,48036.55692601461,381.4192802198296,49269.70291502955,48144.39821707852,287.78166612521295,57.16373392676068,35.836537718769726,20.885021822500708,19.33536773929387,39.650756001875834,617.8745098150074,305.2500575655005
1700741600000,48036.55692601461,48181.89537372638,47789.49920716138,47947.45642173445,461.43001357663417,49256.546233504225,48136.675009417966,295.2541304423405,54.2903492072749,33.46831138807941,18.902419250902874,17.915202910912402,37.589941130610356,612.0614371850061,304.7206793352927
1700745200000,47947.45642173445,47975.6348826205,47728.97400721185,47863.41905831528,659.325973242099,49242.684271562044,48125.95908976688,291.78318365421967,51.653126869539854,31.1874167182627,17.76104161314271,18.31509385484153,35.45576632649447,601.2356207067027,304.16747137600316
1700748800000,47863.41905831528,47940.19881482569,47659.12241622619,47662.59090496487,317.1073662682604,49226.96194950635,48107.7877884021,291.01841329316824,45.91329194140592,29.41101471209665,16.535736341092775,18.76602714125414,33.4408491216952,541.281437399181,303.80460152003843
1700752400000,47662.59090496487,48072.52640760156,47564.15866511721,47972.69100352768,306.9944221127545,49214.48164158617,48102.48987526977,306.54336537825253,54.348893967928035,27.54355970518022,17.660378960229302,16.543073715173016,31.475085982856875,529.1234115195938,303.7639448523555
1700756000000,47972.69100352768,48040.17295274434,47850.52605944096,47962.79826159719,391.2048730920253,49202.02708059126,48097.01177277281,298.1936173729042,54.05922975311475,25.809494341614958,16.85811114988777,15.791562348645797,29.586555435776237,536.2821576810788,303.6256617549072
1700759600000,47962.79826159719,48045.333829640615,47933.88139720641,47996.0887032398,1427.6500699554472,49190.027693751945,48093.05400534014,284.8549613058543,54.929755478580105,24.227350546465605,16.516385917643564,15.350232986727477,27.80015380600603,553.3946452879635,303.16203144777387
1700763200000,47996.0887032398,48049.18839873999,47806.22665374706,47868.54070638954,477.73855958012734,49176.87856949958,48084.24956224405,281.8625887120744,50.946514479425446,22.95821344328393,15.499464384422495,17.64009114107527,26.186173685098666,553.2199038696132,302.6490298668291
1700766800000,47868.54070638954,47987.442359500295,47599.01285612925,47741.06328092824,485.37314687473815,49162.591850210316,48070.79127670225,289.4745111877151,47.25802294228552,22.753682663700204,14.013903242075532,21.062412637250354,25.04201001129918,528.2329432160886,302.1250472474674
1700770400000,47741.06328092824,47788.20483656688,47519.3698618793,47574.5921663074,516.4659088777554,49146.790858330685,48051.33248805931,288.00025858056284,42.89095163369711,22.8885367725988,13.079522312504716,21.633341250830522,24.324185598399055,528.5394362212094,301.9868178602276
